Mean Squared Error (MSE),Root Mean Squared Error (RMSE),Mean Absolute Error (MAE),R² Score,Explained Variance Score,Mean Absolute Percentage Error (MAPE),Mean Residual,Std of Residuals,Max Error
0.3923767665010198,0.626399845546772,0.48746222877907414,0.4150913200860057,0.41615007516876246,8.99851737890787,-0.026650500096414453,0.6258326592194041,2.4387624139786075
